platform,region,rank,amount,relevant_at
XBOX,emea,5,3007,2018-04-28
PC,global,7,18540,2018-06-01
XBOX,global,5,13665,2018-06-01
PS4,global,20,13642,2018-06-01
XBOX,global,0,398626,2018-06-01
PS4,global,15,99865,2018-06-01
XBOX,global,2,5840,2018-06-01
XBOX,emea,18,4419,2018-05-11
PS4,ncsa,19,3880,2018-05-11
PS4,emea,11,30929,2018-05-11
PS4,apac,11,6732,2018-05-11
XBOX,ncsa,6,9409,2018-05-11
XBOX,apac,18,461,2018-05-11
PC,apac,18,2749,2018-05-11
PC,ncsa,7,5028,2018-05-11
PC,apac,12,6410,2018-05-11
PC,apac,7,3410,2018-05-11
PC,ncsa,8,5882,2018-05-08
XBOX,apac,20,166,2018-05-08
PC,apac,20,2777,2018-05-08
PS4,emea,5,12818,2018-05-08
PC,ncsa,16,10900,2018-05-08
XBOX,ncsa,16,28149,2018-05-08
PS4,apac,16,8393,2018-05-08
PS4,emea,16,36112,2018-05-08
XBOX,apac,1,410,2018-05-08
XBOX,ncsa,13,51707,2018-04-28
PC,global,19,3979,2018-04-28
PS4,global,1,3089,2018-06-12
PC,global,2,658,2018-06-12
PC,emea,7,6697,2018-04-30
XBOX,emea,7,4681,2018-04-30
XBOX,apac,2,202,2018-04-30
PS4,apac,19,1119,2018-04-30
XBOX,emea,6,3819,2018-04-30
PC,emea,6,5345,2018-04-30
PC,apac,2,786,2018-04-30
PC,emea,2,1964,2018-04-30
PC,ncsa,18,3656,2018-04-30
PC,apac,6,2433,2018-04-30
XBOX,apac,6,662,2018-04-30
PS4,emea,19,5710,2018-04-30
PS4,ncsa,11,19561,2018-04-30
XBOX,emea,2,1205,2018-04-30
XBOX,ncsa,18,10239,2018-04-30
XBOX,apac,16,1241,2018-04-30
PC,apac,16,6364,2018-04-30
PC,emea,16,16732,2018-04-30
XBOX,emea,16,10850,2018-04-30
PC,apac,8,3455,2018-04-30
XBOX,apac,8,919,2018-04-30
PS4,ncsa,5,7203,2018-04-30
PS4,apac,1,3270,2018-04-30
PC,ncsa,20,1427,2018-04-30
PS4,emea,1,16396,2018-04-30
XBOX,ncsa,19,3206,2018-04-29
XBOX,emea,11,8769,2018-04-29
PS4,ncsa,2,2920,2018-04-29
PS4,emea,18,15002,2018-04-29
PC,ncsa,19,1251,2018-04-29
PC,emea,11,13184,2018-04-29
PC,apac,11,5366,2018-04-29
PS4,apac,18,3368,2018-04-29
PS4,ncsa,6,8709,2018-04-29
XBOX,apac,11,1281,2018-04-29
PS4,ncsa,7,10468,2018-04-29
PS4,apac,12,6780,2018-04-29
PS4,apac,10,6049,2018-04-29
XBOX,emea,8,5896,2018-04-30
PC,emea,8,8372,2018-04-30
XBOX,ncsa,20,3187,2018-04-30
PS4,apac,13,15987,2018-04-30
PC,ncsa,15,15384,2018-04-30
XBOX,ncsa,15,38111,2018-04-30
PS4,emea,13,67569,2018-04-30
PC,ncsa,4,2140,2018-04-30
XBOX,ncsa,4,4718,2018-04-30
PC,emea,4,3358,2018-04-30
XBOX,emea,4,2208,2018-04-30
XBOX,apac,4,356,2018-04-30
PC,apac,4,1449,2018-04-30
XBOX,apac,15,1791,2018-04-30
PC,apac,15,9985,2018-04-30
PS4,ncsa,13,47250,2018-04-30
PC,emea,12,16078,2018-05-17
PC,ncsa,5,3032,2018-05-01
PS4,ncsa,20,3213,2018-05-01
PC,emea,1,6979,2018-05-01
PS4,emea,8,21493,2018-05-01
XBOX,emea,1,3794,2018-05-01
PC,apac,13,16014,2018-05-01
PS4,ncsa,15,35043,2018-05-01
XBOX,apac,13,3000,2018-05-01
XBOX,emea,13,21656,2018-05-01
PC,emea,13,34625,2018-05-01
PS4,ncsa,4,5481,2018-05-01
PS4,emea,4,9317,2018-05-01
PS4,apac,4,1977,2018-05-01
PS4,global,9,45346,2018-05-01
PS4,global,3,12474,2018-05-01
XBOX,global,19,4824,2018-05-01
XBOX,global,14,68703,2018-05-01
PC,global,14,61930,2018-05-01
PC,global,19,4129,2018-05-01
XBOX,emea,9,6740,2018-04-26
PS4,ncsa,0,1172080,2018-04-26
PS4,apac,3,1456,2018-04-26
PS4,emea,3,6597,2018-04-26
PS4,ncsa,3,3890,2018-04-26
PS4,apac,0,1387873,2018-04-26
PS4,emea,0,1011841,2018-04-26
PC,ncsa,9,6477,2018-04-26
PS4,apac,17,12606,2018-04-26
XBOX,ncsa,9,15805,2018-04-26
PS4,emea,14,59725,2018-04-26
PS4,apac,14,13956,2018-04-26
PS4,emea,17,44548,2018-04-26
XBOX,ncsa,12,22196,2018-04-26
PC,ncsa,10,7852,2018-04-26
XBOX,apac,7,718,2018-04-26
PC,apac,7,2669,2018-04-26
PC,ncsa,12,9077,2018-04-26
XBOX,ncsa,10,18830,2018-04-26
PC,emea,7,6512,2018-04-26
XBOX,emea,7,4444,2018-04-26
XBOX,apac,2,191,2018-04-26
PS4,apac,19,1082,2018-04-26
XBOX,emea,6,3679,2018-04-26
PC,emea,6,5045,2018-04-26
PC,apac,2,730,2018-04-26
PC,emea,2,1904,2018-04-26
PC,ncsa,18,3484,2018-04-26
PC,apac,6,2336,2018-04-26
XBOX,apac,6,565,2018-04-26
PS4,emea,19,5487,2018-04-26
PS4,ncsa,11,18906,2018-04-26
XBOX,emea,2,1097,2018-04-26
XBOX,ncsa,18,9884,2018-04-26
XBOX,apac,16,1142,2018-04-26
PC,apac,16,6037,2018-04-26
PC,emea,16,16384,2018-04-26
XBOX,emea,16,10561,2018-04-26
PC,apac,8,3303,2018-04-26
XBOX,apac,8,855,2018-04-26
PS4,ncsa,5,6898,2018-04-26
PS4,apac,1,3057,2018-04-26
PC,ncsa,20,1344,2018-04-26
PS4,emea,1,15106,2018-04-26
XBOX,emea,8,5671,2018-04-26
PC,emea,8,7990,2018-04-26
PC,emea,15,25922,2018-05-16
XBOX,ncsa,20,2987,2018-04-26
PS4,apac,13,15613,2018-04-26
PC,ncsa,15,14941,2018-04-26
XBOX,ncsa,15,37338,2018-04-26
PS4,emea,13,66263,2018-04-26
XBOX,global,4,8572,2018-05-14
PC,global,4,7965,2018-05-14
PS4,global,17,95784,2018-05-14
PS4,global,16,70326,2018-05-14
PS4,global,13,133754,2018-05-14
XBOX,global,10,31372,2018-05-14
PC,global,11,29121,2018-05-14
XBOX,global,11,32708,2018-05-14
PC,global,10,28288,2018-05-14
PS4,global,6,28794,2018-05-14
PC,global,15,50610,2018-05-14
PS4,global,7,34659,2018-05-14
PC,global,20,7351,2018-05-14
XBOX,global,20,5315,2018-05-14
PS4,global,5,24058,2018-05-14
XBOX,global,15,56826,2018-05-14
PS4,global,0,589604,2018-05-14
PS4,global,2,10635,2018-05-14
PC,global,1,16695,2018-05-14
XBOX,global,8,22253,2018-05-14
PS4,global,8,41624,2018-05-14
PS4,global,1,34944,2018-05-14
PC,global,2,4941,2018-05-14
PS4,global,18,31146,2018-05-14
PC,global,14,67115,2018-05-14
PC,global,19,4597,2018-05-14
PS4,global,7,36147,2018-05-21
PC,global,20,7796,2018-05-21
XBOX,global,20,5668,2018-05-21
PS4,global,5,25532,2018-05-21
XBOX,global,15,58286,2018-05-21
PS4,global,0,587091,2018-05-21
PS4,global,2,11300,2018-05-21
XBOX,ncsa,11,20884,2018-04-30
PC,emea,19,2094,2018-04-30
PC,ncsa,11,8534,2018-04-30
PC,emea,18,6081,2018-04-30
PC,ncsa,2,1339,2018-04-30
XBOX,ncsa,2,2720,2018-04-30
XBOX,emea,18,4131,2018-04-30
PS4,ncsa,19,3587,2018-04-30
PS4,emea,11,29551,2018-04-30
PS4,apac,11,6521,2018-04-30
XBOX,ncsa,6,8398,2018-04-30
XBOX,apac,18,429,2018-04-30
PC,apac,18,2473,2018-04-30
PC,apac,5,1905,2018-04-29
PC,ncsa,1,4205,2018-04-29
XBOX,apac,5,491,2018-04-29
XBOX,ncsa,1,7455,2018-04-29
PS4,ncsa,8,13101,2018-04-29
XBOX,emea,5,3021,2018-04-29
PS4,apac,20,2039,2018-04-29
PC,emea,5,4347,2018-04-29
PS4,ncsa,16,25375,2018-04-29
XBOX,global,18,14377,2018-04-29
PS4,global,12,57238,2018-04-29
PC,global,18,11416,2018-04-29
PC,global,9,20670,2018-04-29
PC,ncsa,6,3614,2018-04-30
PC,ncsa,7,4454,2018-04-30
XBOX,ncsa,10,19483,2018-04-30
PC,emea,15,24343,2018-04-30
XBOX,emea,15,15058,2018-04-30
XBOX,ncsa,8,13317,2018-04-30
PC,emea,20,2546,2018-04-30
PS4,ncsa,1,9223,2018-04-30
PS4,apac,5,2651,2018-04-30
XBOX,emea,20,1361,2018-04-30
PC,ncsa,8,5630,2018-04-30
XBOX,apac,20,149,2018-04-30
PS4,emea,5,11987,2018-04-30
PC,apac,20,2507,2018-04-30
PC,ncsa,16,10343,2018-04-30
PC,apac,19,959,2018-05-01
XBOX,apac,19,158,2018-05-01
PS4,emea,6,14797,2018-05-01
PS4,apac,2,1179,2018-05-01
PS4,emea,2,5105,2018-05-01
PS4,ncsa,18,10627,2018-05-01
XBOX,emea,19,1426,2018-05-01
XBOX,ncsa,11,21071,2018-05-01
PS4,apac,6,3166,2018-05-01
PC,ncsa,12,9246,2018-04-28
XBOX,global,3,5705,2018-05-03
PC,global,3,5508,2018-05-03
XBOX,global,4,7459,2018-05-03
PC,global,4,7031,2018-05-03
PS4,global,17,91427,2018-05-03
PS4,global,16,67316,2018-05-03
PS4,global,13,127810,2018-05-03
XBOX,global,10,29248,2018-05-03
PC,global,11,26938,2018-05-03
XBOX,global,11,30754,2018-05-03
PC,apac,14,13881,2018-05-04
XBOX,emea,17,14193,2018-05-04
PC,emea,17,20931,2018-05-04
XBOX,apac,14,2541,2018-05-04
PS4,ncsa,10,18717,2018-05-04
PS4,apac,7,3762,2018-05-04
PS4,ncsa,12,21720,2018-05-04
PS4,emea,7,18346,2018-05-04
PC,apac,19,1001,2018-05-04
XBOX,apac,19,159,2018-05-04
PS4,emea,6,15103,2018-05-04
PC,ncsa,11,8667,2018-05-01
PC,emea,18,6180,2018-05-01
PC,ncsa,2,1358,2018-05-01
XBOX,ncsa,2,2728,2018-05-01
XBOX,emea,18,4180,2018-05-01
PS4,ncsa,19,3629,2018-05-01
PS4,emea,11,29605,2018-05-01
PS4,apac,11,6508,2018-05-01
XBOX,ncsa,6,8472,2018-05-01
XBOX,apac,18,428,2018-05-01
PC,apac,18,2472,2018-05-01
PC,ncsa,6,3666,2018-05-01
PC,ncsa,7,4479,2018-05-01
XBOX,apac,10,1211,2018-05-01
PC,apac,12,5824,2018-05-01
XBOX,apac,12,1359,2018-05-01
PC,apac,10,5555,2018-05-01
XBOX,ncsa,7,10587,2018-05-01
XBOX,emea,12,9559,2018-05-01
PS4,global,15,90365,2018-04-28
XBOX,global,2,3875,2018-04-28
PS4,global,8,37239,2018-04-28
PS4,global,1,26958,2018-04-28
PC,global,2,3844,2018-04-28
PS4,global,18,27896,2018-04-28
PC,global,12,28101,2018-04-28
XBOX,global,12,32677,2018-04-28
PS4,global,9,43905,2018-04-28
PS4,global,3,12071,2018-04-28
XBOX,global,19,4652,2018-04-28
XBOX,global,14,67560,2018-04-28
PC,global,14,60754,2018-04-28
XBOX,emea,14,18802,2018-04-26
PS4,ncsa,9,15087,2018-04-26
PC,apac,17,10329,2018-04-26
XBOX,apac,17,1633,2018-04-26
PC,emea,14,30625,2018-04-26
PC,apac,14,12773,2018-04-26
XBOX,emea,17,13456,2018-04-26
PC,emea,17,19688,2018-04-26
PS4,emea,17,45526,2018-04-29
XBOX,ncsa,12,22756,2018-04-29
PC,ncsa,10,8111,2018-04-29
XBOX,apac,7,734,2018-04-29
PC,apac,7,2843,2018-04-29
XBOX,ncsa,10,19384,2018-04-29
PC,ncsa,12,9324,2018-04-29
PC,emea,7,6650,2018-04-29
XBOX,emea,7,4577,2018-04-29
XBOX,apac,2,190,2018-04-29
PS4,apac,19,1104,2018-04-29
XBOX,emea,6,3835,2018-04-29
PC,emea,6,5255,2018-04-29
PC,apac,2,789,2018-04-29
PC,emea,17,20686,2018-05-02
XBOX,apac,14,2547,2018-05-02
PS4,ncsa,10,18593,2018-05-02
PS4,apac,7,3710,2018-05-02
PS4,ncsa,12,21500,2018-05-02
PS4,emea,7,18052,2018-05-02
PC,apac,19,967,2018-05-02
XBOX,apac,19,155,2018-05-02
PS4,emea,6,14907,2018-05-02
PS4,apac,2,1223,2018-05-02
PS4,emea,2,5164,2018-05-02
PS4,ncsa,18,10692,2018-05-02
XBOX,emea,19,1430,2018-05-02
PS4,apac,6,3247,2018-05-02
XBOX,ncsa,11,21023,2018-05-02
PC,emea,19,2115,2018-05-02
PC,ncsa,11,8710,2018-05-02
PC,emea,18,6206,2018-05-02
PC,ncsa,2,1363,2018-05-02
XBOX,ncsa,2,2783,2018-05-02
XBOX,emea,18,4202,2018-05-02
PS4,ncsa,19,3606,2018-05-02
PS4,emea,11,29794,2018-05-02
PS4,apac,11,6496,2018-05-02
XBOX,ncsa,6,8545,2018-05-02
XBOX,apac,18,429,2018-05-02
PC,apac,18,2513,2018-05-02
PC,ncsa,6,3707,2018-05-02
PS4,global,19,11884,2018-05-25
XBOX,global,3,7380,2018-05-25
PC,global,3,7261,2018-05-25
XBOX,global,4,9613,2018-05-25
PC,global,4,8815,2018-05-25
PS4,global,17,100559,2018-05-25
PS4,global,16,72519,2018-05-25
PS4,global,13,138763,2018-05-25
XBOX,global,10,33172,2018-05-25
XBOX,ncsa,19,3256,2018-04-30
XBOX,emea,11,8740,2018-04-30
PS4,ncsa,2,3016,2018-04-30
PS4,emea,18,15161,2018-04-30
PC,ncsa,19,1288,2018-04-30
PC,emea,11,13309,2018-04-30
PC,apac,11,5460,2018-04-30
PS4,apac,18,3413,2018-04-30
PS4,ncsa,6,8798,2018-04-30
XBOX,apac,11,1267,2018-04-30
PS4,ncsa,7,10656,2018-04-30
PS4,apac,12,6807,2018-04-30
PS4,apac,10,6086,2018-04-30
PS4,emea,10,28370,2018-04-30
PS4,emea,12,31304,2018-04-30
PC,ncsa,4,1999,2018-04-26
XBOX,ncsa,4,4554,2018-04-26
PC,emea,4,3144,2018-04-26
XBOX,emea,4,2114,2018-04-26
XBOX,apac,4,353,2018-04-26
PC,apac,4,1313,2018-04-26
XBOX,apac,15,1769,2018-04-26
PC,apac,15,9665,2018-04-26
PS4,ncsa,13,46046,2018-04-26
PC,emea,15,23949,2018-04-26
XBOX,emea,15,14743,2018-04-26
XBOX,ncsa,8,12863,2018-04-26
PC,emea,20,2429,2018-04-26
PS4,ncsa,1,8498,2018-04-26
PS4,apac,5,2489,2018-04-26
XBOX,emea,20,1318,2018-04-26
PC,ncsa,8,5339,2018-04-26
XBOX,apac,20,140,2018-04-26
PC,apac,20,2352,2018-04-26
PS4,emea,5,11328,2018-04-26
PC,ncsa,16,10150,2018-04-26
XBOX,ncsa,16,26480,2018-04-26
PS4,apac,16,7664,2018-04-26
XBOX,ncsa,3,3490,2018-04-28
PC,emea,0,686515,2018-04-28
XBOX,emea,0,769178,2018-04-28
XBOX,emea,14,18920,2018-04-28
PS4,ncsa,9,15297,2018-04-28
PC,apac,17,10527,2018-04-28
XBOX,apac,17,1646,2018-04-28
PC,emea,14,30947,2018-04-28
PC,apac,14,13059,2018-04-28
XBOX,emea,17,13617,2018-04-28
PC,emea,17,20027,2018-04-28
XBOX,apac,14,2473,2018-04-28
PS4,ncsa,10,18033,2018-04-28
PS4,apac,7,3646,2018-04-28
PS4,ncsa,12,20814,2018-04-28
PS4,emea,7,17490,2018-04-28
PS4,ncsa,12,21263,2018-04-30
PS4,emea,7,17815,2018-04-30
PC,apac,19,939,2018-04-30
XBOX,apac,19,156,2018-04-30
PS4,emea,6,14690,2018-04-30
PS4,apac,2,1185,2018-04-30
PS4,apac,11,6187,2018-04-26
XBOX,apac,18,398,2018-04-26
PC,apac,18,2334,2018-04-26
PC,ncsa,6,3433,2018-04-26
PC,ncsa,7,4245,2018-04-26
XBOX,apac,10,1165,2018-04-26
PC,apac,12,5456,2018-04-26
XBOX,apac,12,1301,2018-04-26
PC,apac,10,5310,2018-04-26
XBOX,ncsa,7,10009,2018-04-26
PC,emea,10,12050,2018-04-26
XBOX,emea,12,9372,2018-04-26
XBOX,emea,10,8101,2018-04-26
PC,emea,12,14214,2018-04-26
XBOX,apac,9,1006,2018-04-26
PC,apac,9,4403,2018-04-26
PS4,ncsa,17,32353,2018-04-26
PC,emea,9,9830,2018-04-26
PS4,ncsa,14,42472,2018-04-26
PS4,emea,2,5088,2018-04-30
PS4,ncsa,18,10553,2018-04-30
XBOX,emea,19,1413,2018-04-30
PS4,apac,6,3142,2018-04-30
XBOX,apac,10,1219,2018-04-30
PC,apac,12,5810,2018-04-30
XBOX,apac,12,1360,2018-04-30
PC,apac,10,5454,2018-04-30
XBOX,ncsa,7,10548,2018-04-30
XBOX,emea,12,9496,2018-04-30
PC,emea,10,12387,2018-04-30
XBOX,emea,10,8370,2018-04-30
PC,emea,12,14595,2018-04-30
XBOX,apac,9,1039,2018-04-30
PC,ncsa,13,24180,2018-05-17
PC,ncsa,20,1559,2018-05-10
PC,ncsa,19,1539,2018-05-25
PS4,ncsa,14,43563,2018-05-01
PC,apac,19,1224,2018-05-27
XBOX,ncsa,13,52729,2018-05-01
PS4,apac,15,11289,2018-05-01
PS4,global,20,11039,2018-05-01
XBOX,global,0,407814,2018-05-01
PS4,global,8,38224,2018-05-01
PS4,global,1,28643,2018-05-01
PC,global,2,3954,2018-05-01
PS4,global,18,28578,2018-05-01
PC,global,12,28626,2018-05-01
XBOX,global,12,33104,2018-05-01
PS4,emea,16,34496,2018-04-26
XBOX,apac,1,331,2018-04-26
XBOX,ncsa,5,6299,2018-04-26
PS4,apac,8,4302,2018-04-26
PC,apac,1,2367,2018-04-26
PC,ncsa,5,2849,2018-04-26
PS4,ncsa,20,3030,2018-04-26
PC,emea,1,6236,2018-04-26
PS4,emea,8,20653,2018-04-26
XBOX,emea,1,3393,2018-04-26
PC,apac,13,15055,2018-04-26
PS4,ncsa,15,34230,2018-04-26
XBOX,apac,13,2862,2018-04-26
XBOX,emea,13,20979,2018-04-26
PC,emea,13,33359,2018-04-26
PS4,ncsa,4,5002,2018-04-26
PS4,emea,4,8864,2018-04-26
PS4,apac,4,1835,2018-04-26
XBOX,ncsa,13,51213,2018-04-26
PS4,apac,15,10920,2018-04-26
PC,ncsa,13,21431,2018-04-26
PS4,emea,15,47363,2018-04-26
PC,apac,5,1825,2018-04-26
PS4,emea,20,5576,2018-04-26
PC,ncsa,1,3893,2018-04-26
XBOX,apac,5,462,2018-04-26
XBOX,ncsa,1,6950,2018-04-26
PS4,ncsa,8,12739,2018-04-26
XBOX,emea,5,2897,2018-04-26
PS4,apac,20,1959,2018-04-26
PC,emea,5,4117,2018-04-26
PS4,ncsa,16,24936,2018-04-26
XBOX,global,18,13998,2018-04-26
XBOX,ncsa,17,35507,2018-04-30
PC,ncsa,17,12354,2018-04-30
PS4,apac,9,5416,2018-04-30
PS4,emea,9,25052,2018-04-30
XBOX,ncsa,14,48143,2018-04-30
PC,ncsa,14,19803,2018-04-30
PC,ncsa,0,772473,2018-04-30
XBOX,apac,3,271,2018-04-30
PC,apac,3,1109,2018-04-30
XBOX,ncsa,0,566109,2018-04-30
PC,emea,3,2643,2018-04-30
XBOX,emea,3,1753,2018-04-30
PC,ncsa,3,1671,2018-04-30
XBOX,apac,0,901507,2018-04-30
PC,apac,0,817356,2018-04-30
XBOX,ncsa,3,3675,2018-04-30
PC,emea,19,2036,2018-04-28
PC,ncsa,11,8375,2018-04-28
PC,emea,18,6002,2018-04-28
PC,ncsa,2,1280,2018-04-28
XBOX,ncsa,2,2597,2018-04-28
XBOX,emea,18,4029,2018-04-28
PS4,ncsa,19,3459,2018-04-28
PS4,emea,11,29005,2018-04-28
PS4,apac,11,6281,2018-04-28
XBOX,ncsa,6,8137,2018-04-28
XBOX,apac,18,423,2018-04-28
PC,apac,18,2399,2018-04-28
PC,ncsa,6,3583,2018-04-28
PC,ncsa,7,4391,2018-04-28
XBOX,apac,10,1188,2018-04-28
PC,apac,12,5616,2018-04-28
XBOX,apac,12,1352,2018-04-28
PC,apac,10,5339,2018-04-28
PS4,apac,0,1396896,2018-04-28
PS4,emea,0,1016374,2018-04-28
PS4,apac,17,12843,2018-04-28
XBOX,ncsa,9,16145,2018-04-28
PS4,emea,14,60164,2018-04-28
PS4,apac,14,14147,2018-04-28
PS4,emea,17,45045,2018-04-28
XBOX,ncsa,12,22500,2018-04-28
PC,ncsa,10,8035,2018-04-28
XBOX,apac,7,717,2018-04-28
PC,apac,7,2773,2018-04-28
XBOX,ncsa,10,19051,2018-04-28
PC,emea,7,6538,2018-04-28
XBOX,emea,7,4562,2018-04-28
XBOX,apac,2,203,2018-04-28
PC,emea,0,689928,2018-04-30
XBOX,emea,0,773995,2018-04-30
XBOX,emea,14,19171,2018-04-30
PS4,ncsa,9,15523,2018-04-30
PC,apac,17,10783,2018-04-30
XBOX,apac,17,1665,2018-04-30
PC,emea,14,31258,2018-04-30
PC,apac,14,13389,2018-04-30
XBOX,emea,17,13858,2018-04-30
PC,emea,17,20438,2018-04-30
XBOX,apac,14,2524,2018-04-30
PS4,ncsa,10,18448,2018-04-30
PS4,apac,7,3682,2018-04-30
PS4,global,19,9792,2018-04-26
XBOX,global,3,5182,2018-04-26
PC,global,3,4917,2018-04-26
XBOX,global,4,6922,2018-04-26
PC,global,4,6229,2018-04-26
PS4,global,17,87282,2018-04-26
PS4,global,16,65030,2018-04-26
PS4,global,13,123780,2018-04-26
XBOX,global,10,27590,2018-04-26
PC,global,11,25329,2018-04-26
XBOX,global,11,29364,2018-04-26
PC,global,10,24383,2018-04-26
PS4,global,6,24695,2018-04-26
PC,global,15,46299,2018-04-26
PS4,global,7,30004,2018-04-26
PC,global,20,6016,2018-04-26
XBOX,global,20,4407,2018-04-26
PS4,global,5,20178,2018-04-26
XBOX,global,15,52872,2018-04-26
PS4,global,0,599833,2018-04-26
PS4,global,2,8459,2018-04-26
PC,global,1,11944,2018-04-26
XBOX,global,8,19061,2018-04-26
PC,global,8,16099,2018-04-26
XBOX,global,1,10491,2018-04-26
PS4,global,4,15326,2018-04-26
PC,global,17,39883,2018-04-26
XBOX,global,17,48643,2018-04-26
PC,global,6,10430,2018-04-26
XBOX,global,13,73727,2018-04-26
XBOX,global,16,37442,2018-04-26
PS4,global,10,49536,2018-04-26
PS4,global,11,52152,2018-04-26
PC,global,16,30813,2018-04-26
XBOX,global,6,12019,2018-04-26
PC,global,13,67290,2018-04-26
PC,global,0,466102,2018-04-26
XBOX,global,7,14945,2018-04-26
PC,global,5,8505,2018-04-26
PC,global,7,12976,2018-04-26
XBOX,global,5,9533,2018-04-26
PS4,global,20,10451,2018-04-26
XBOX,global,0,410150,2018-04-26
PS4,global,15,89600,2018-04-26
XBOX,global,2,3793,2018-04-26
PS4,global,8,36587,2018-04-26
PS4,global,1,25919,2018-04-26
PC,global,2,3759,2018-04-26
PS4,global,18,27431,2018-04-26
PC,global,12,27660,2018-04-26
PS4,global,0,591371,2018-05-08
PS4,global,2,9809,2018-05-08
PC,global,1,15009,2018-05-08
XBOX,global,8,21108,2018-05-08
XBOX,global,18,15059,2018-05-06
PS4,global,12,59171,2018-05-06
PS4,global,14,116896,2018-05-06
XBOX,global,8,20815,2018-05-06
XBOX,emea,0,810461,2018-05-17
XBOX,emea,14,20510,2018-05-17
PS4,ncsa,9,17745,2018-05-17
PC,apac,17,12604,2018-05-17
XBOX,apac,17,1861,2018-05-17
PC,emea,14,34081,2018-05-17
XBOX,emea,9,7014,2018-05-01
PS4,ncsa,0,1186949,2018-05-01
PS4,apac,3,1548,2018-05-01
PS4,emea,3,7042,2018-05-01
PS4,ncsa,3,4237,2018-05-01
PC,ncsa,13,22312,2018-05-01
PS4,emea,15,48229,2018-05-01
PS4,emea,20,5881,2018-05-01
PC,apac,5,1984,2018-05-01
PC,ncsa,1,4378,2018-05-01
XBOX,apac,5,523,2018-05-01
XBOX,ncsa,1,7807,2018-05-01
PC,apac,14,15624,2018-05-17
XBOX,emea,17,15119,2018-05-17
PC,emea,17,22569,2018-05-17
XBOX,apac,14,2699,2018-05-17
PS4,ncsa,10,20394,2018-05-17
PC,global,8,18065,2018-05-08
XBOX,global,1,13230,2018-05-08
PS4,global,4,17530,2018-05-08
PC,global,17,43784,2018-05-08
PS4,apac,7,4220,2018-05-17
PS4,ncsa,12,23273,2018-05-17
PS4,emea,7,19794,2018-05-17
PC,apac,19,1160,2018-05-17
XBOX,apac,19,170,2018-05-17
PC,emea,10,12514,2018-05-01
PC,emea,12,14664,2018-05-01
XBOX,emea,10,8452,2018-05-01
XBOX,apac,9,1051,2018-05-01
PS4,ncsa,17,33528,2018-05-01
PC,apac,9,4890,2018-05-01
PC,emea,9,10399,2018-05-01
PS4,emea,6,16383,2018-05-17
PS4,apac,2,1384,2018-05-17
PS4,ncsa,18,11704,2018-05-17
PS4,emea,2,6129,2018-05-17
XBOX,emea,19,1582,2018-05-17
PS4,apac,6,3611,2018-05-17
XBOX,ncsa,11,22917,2018-05-17
PC,ncsa,11,9764,2018-05-17
PC,emea,19,2329,2018-05-17
PC,ncsa,2,1625,2018-05-17
PC,emea,18,6865,2018-05-17
XBOX,ncsa,2,3250,2018-05-17
XBOX,emea,18,4652,2018-05-17
PS4,ncsa,19,4031,2018-05-17
PS4,emea,11,31663,2018-05-17
PS4,apac,11,7039,2018-05-17
XBOX,ncsa,6,9807,2018-05-17
XBOX,apac,18,479,2018-05-17
PC,ncsa,6,4283,2018-05-17
PC,ncsa,7,5297,2018-05-17
PC,apac,12,6804,2018-05-17
XBOX,apac,10,1369,2018-05-17
XBOX,apac,12,1435,2018-05-17
XBOX,ncsa,7,12317,2018-05-17
PC,emea,10,13909,2018-05-17
XBOX,emea,12,10260,2018-05-17
XBOX,emea,10,9389,2018-05-17
XBOX,apac,9,1216,2018-05-17
PC,apac,9,5852,2018-05-17
PS4,ncsa,17,36358,2018-05-17
PC,emea,9,11881,2018-05-17
PS4,ncsa,14,45929,2018-05-17
XBOX,emea,9,7902,2018-05-17
PS4,ncsa,0,1228124,2018-05-17
PS4,apac,3,1785,2018-05-17
PS4,emea,3,8194,2018-05-17
PS4,ncsa,3,4919,2018-05-17
PS4,apac,0,1472296,2018-05-17
PS4,emea,0,1056723,2018-05-17
PC,ncsa,9,7947,2018-05-17
PS4,apac,17,14393,2018-05-17
XBOX,ncsa,9,18570,2018-05-17
PS4,emea,14,63756,2018-05-17
PS4,apac,14,15621,2018-05-17
PS4,emea,17,49053,2018-05-17
PS4,emea,14,61524,2018-05-03
PS4,apac,14,14518,2018-05-03
PS4,emea,17,46667,2018-05-03
PC,apac,19,1295,2018-06-07
XBOX,ncsa,12,23206,2018-05-03
PC,ncsa,10,8348,2018-05-03
XBOX,apac,7,750,2018-05-03
PC,apac,7,3089,2018-05-03
PC,ncsa,12,9453,2018-05-03
XBOX,ncsa,10,19995,2018-05-03
PC,emea,7,6891,2018-05-03
XBOX,emea,7,4754,2018-05-03
XBOX,apac,2,211,2018-05-03
PS4,apac,19,1170,2018-05-03
XBOX,emea,6,3965,2018-05-03
PC,emea,6,5644,2018-05-03
PC,apac,2,822,2018-05-03
PC,emea,2,2018,2018-05-03
PC,ncsa,18,3720,2018-05-03
PC,apac,6,2511,2018-05-03
XBOX,apac,6,678,2018-05-03
PS4,emea,19,5857,2018-05-03
PS4,ncsa,11,19869,2018-05-03
XBOX,emea,2,1259,2018-05-03
XBOX,ncsa,18,10356,2018-05-03
XBOX,apac,16,1247,2018-05-03
PC,apac,16,6477,2018-05-03
PC,emea,16,17050,2018-05-03
XBOX,emea,16,10983,2018-05-03
PC,apac,8,3683,2018-05-03
