platform,region,rank,amount,relevant_at
XBOX,apac,8,935,2018-05-03
PC,ncsa,10,9298,2018-05-17
XBOX,ncsa,12,25009,2018-05-17
PC,emea,11,13796,2018-05-06
PC,ncsa,6,3729,2018-05-04
PC,ncsa,7,4684,2018-05-04
XBOX,apac,10,1244,2018-05-04
PC,apac,12,6010,2018-05-04
XBOX,apac,12,1330,2018-05-04
PC,apac,10,5741,2018-05-04
XBOX,ncsa,7,10878,2018-05-04
XBOX,emea,12,9665,2018-05-04
PC,emea,10,12741,2018-05-04
PC,emea,12,14863,2018-05-04
XBOX,emea,10,8523,2018-05-04
XBOX,apac,9,1079,2018-05-04
PS4,ncsa,17,34029,2018-05-04
PC,apac,9,5057,2018-05-04
PS4,emea,2,5295,2018-05-04
PS4,ncsa,18,10805,2018-05-04
XBOX,emea,19,1459,2018-05-04
PS4,apac,6,3276,2018-05-04
XBOX,ncsa,11,21193,2018-05-04
PC,emea,19,2154,2018-05-04
PC,ncsa,11,8783,2018-05-04
PC,emea,18,6263,2018-05-04
PC,ncsa,2,1365,2018-05-04
XBOX,ncsa,2,2852,2018-05-04
XBOX,emea,18,4214,2018-05-04
PS4,ncsa,19,3659,2018-05-04
PS4,emea,11,29878,2018-05-04
XBOX,ncsa,6,8681,2018-05-04
PS4,apac,11,6487,2018-05-04
PS4,global,11,56181,2018-05-10
PC,global,16,33313,2018-05-10
XBOX,global,6,14001,2018-05-10
PC,global,13,73918,2018-05-10
PC,global,0,462190,2018-05-10
XBOX,global,7,17135,2018-05-10
PC,global,5,10373,2018-05-10
PC,global,7,15241,2018-05-10
XBOX,global,5,11193,2018-05-10
PS4,global,20,11850,2018-05-10
XBOX,global,0,407156,2018-05-10
PS4,global,15,93688,2018-05-10
XBOX,global,2,4631,2018-05-10
PS4,global,8,40604,2018-05-10
PS4,global,1,32775,2018-05-10
PC,global,2,4686,2018-05-10
PS4,global,18,30117,2018-05-10
PC,global,12,30335,2018-05-10
XBOX,global,12,34847,2018-05-10
PS4,global,9,47644,2018-05-10
PS4,global,3,13584,2018-05-10
XBOX,global,19,5165,2018-05-10
XBOX,global,14,71072,2018-05-10
XBOX,apac,7,824,2018-05-17
PC,apac,7,3653,2018-05-17
PC,ncsa,12,10426,2018-05-17
XBOX,ncsa,10,21740,2018-05-17
PC,emea,7,7965,2018-05-17
XBOX,emea,7,5375,2018-05-17
XBOX,apac,2,242,2018-05-17
PS4,apac,19,1369,2018-05-17
XBOX,emea,6,4430,2018-05-17
PC,emea,6,6495,2018-05-17
PC,apac,2,1148,2018-05-17
PC,emea,2,2450,2018-05-17
PC,ncsa,18,4094,2018-05-17
PC,apac,6,3037,2018-05-17
XBOX,apac,6,783,2018-05-17
PS4,emea,19,6426,2018-05-17
PS4,ncsa,11,21393,2018-05-17
XBOX,emea,2,1473,2018-05-17
XBOX,ncsa,18,11451,2018-05-17
XBOX,apac,16,1307,2018-05-17
PC,apac,16,7203,2018-05-17
PC,emea,16,18089,2018-05-17
XBOX,emea,16,11413,2018-05-17
PC,apac,8,4410,2018-05-17
XBOX,apac,8,1011,2018-05-17
PS4,apac,1,4111,2018-05-17
PS4,ncsa,5,8381,2018-05-17
PS4,emea,10,28241,2018-04-29
PS4,emea,12,31260,2018-04-29
XBOX,ncsa,17,35115,2018-04-29
PC,ncsa,17,12201,2018-04-29
PS4,apac,9,5429,2018-04-29
PS4,emea,9,24749,2018-04-29
XBOX,ncsa,14,47967,2018-04-29
PC,ncsa,14,19742,2018-04-29
PC,ncsa,0,770328,2018-04-29
XBOX,apac,3,285,2018-04-29
PC,apac,3,1097,2018-04-29
XBOX,ncsa,0,565669,2018-04-29
PC,emea,3,2590,2018-04-29
XBOX,emea,3,1747,2018-04-29
PC,ncsa,3,1677,2018-04-29
XBOX,apac,0,898311,2018-04-29
PC,apac,0,815332,2018-04-29
XBOX,ncsa,3,3611,2018-04-29
PC,emea,0,688351,2018-04-29
XBOX,emea,0,771644,2018-04-29
XBOX,emea,14,19095,2018-04-29
PS4,ncsa,11,20039,2018-05-04
PC,emea,11,13635,2018-05-03
XBOX,emea,2,1254,2018-05-04
XBOX,ncsa,18,10451,2018-05-04
XBOX,apac,16,1259,2018-05-04
PC,emea,16,17136,2018-05-04
XBOX,emea,16,11038,2018-05-04
PS4,global,16,67265,2018-05-04
PS4,global,13,128515,2018-05-04
XBOX,global,10,29289,2018-05-04
PC,global,11,27041,2018-05-04
XBOX,global,11,30919,2018-05-04
PC,global,10,25980,2018-05-04
PS4,global,6,26622,2018-05-04
PC,global,15,48099,2018-05-04
PS4,global,7,32161,2018-05-04
PC,global,20,6641,2018-05-04
XBOX,global,20,4823,2018-05-04
PS4,global,5,21899,2018-05-04
XBOX,global,15,54557,2018-05-04
PS4,global,0,593955,2018-05-04
PS4,global,2,9364,2018-05-04
PC,global,0,462628,2018-05-04
PC,ncsa,12,9560,2018-05-04
XBOX,ncsa,10,20081,2018-05-04
PC,emea,7,6906,2018-05-04
XBOX,emea,7,4820,2018-05-04
XBOX,apac,2,215,2018-05-04
PS4,apac,19,1202,2018-05-04
XBOX,emea,6,3957,2018-05-04
PC,emea,6,5787,2018-05-04
PC,apac,2,839,2018-05-04
PS4,ncsa,8,13361,2018-05-01
XBOX,emea,5,3140,2018-05-01
PS4,apac,20,2070,2018-05-01
PS4,ncsa,16,25714,2018-05-01
XBOX,global,18,14627,2018-05-01
PS4,global,12,57785,2018-05-01
PC,global,18,11568,2018-05-01
PC,global,9,21409,2018-05-01
XBOX,global,9,24320,2018-05-01
PS4,global,14,115032,2018-05-01
PS4,global,19,10343,2018-05-01
XBOX,global,3,5652,2018-05-01
PC,global,3,5313,2018-05-01
XBOX,global,4,7262,2018-05-01
PC,global,4,6841,2018-05-01
PS4,global,17,90682,2018-05-01
PS4,global,16,66769,2018-05-01
PS4,global,13,126886,2018-05-01
XBOX,global,10,28742,2018-05-01
PC,global,11,26519,2018-05-01
XBOX,global,11,30665,2018-05-01
PC,global,10,25359,2018-05-01
PS4,global,6,26027,2018-05-01
PC,global,15,47583,2018-05-01
PS4,global,7,31527,2018-05-01
PC,global,20,6464,2018-05-01
XBOX,global,20,4700,2018-05-01
PS4,global,5,21445,2018-05-01
XBOX,global,15,54177,2018-05-01
PS4,global,0,594463,2018-05-01
PS4,global,2,9129,2018-05-01
PC,global,1,13371,2018-05-01
XBOX,global,8,20041,2018-05-01
PC,global,8,17031,2018-05-01
XBOX,global,1,11772,2018-05-01
PS4,global,4,16320,2018-05-01
PC,global,17,41632,2018-05-01
XBOX,global,17,50487,2018-05-01
PC,global,6,11205,2018-05-01
XBOX,global,13,75975,2018-05-01
XBOX,global,16,38487,2018-05-01
PS4,global,10,51494,2018-05-01
PS4,global,11,54056,2018-05-01
PC,global,16,31954,2018-05-01
XBOX,global,6,12874,2018-05-01
PC,global,13,70167,2018-05-01
PC,global,0,463073,2018-05-01
XBOX,global,7,15713,2018-05-01
PC,global,5,9170,2018-05-01
PC,global,7,13710,2018-05-01
XBOX,global,5,10317,2018-05-01
PC,ncsa,20,1681,2018-05-17
PS4,emea,1,20941,2018-05-17
XBOX,emea,8,6707,2018-05-17
PC,emea,8,9641,2018-05-17
XBOX,ncsa,20,3754,2018-05-17
PC,ncsa,15,16650,2018-05-17
PS4,apac,13,17631,2018-05-17
XBOX,ncsa,15,40590,2018-05-17
PS4,emea,13,71928,2018-05-17
PC,ncsa,4,2613,2018-05-17
XBOX,ncsa,4,5871,2018-05-17
PC,emea,4,4056,2018-05-17
XBOX,emea,4,2707,2018-05-17
XBOX,apac,4,421,2018-05-17
PC,apac,4,1823,2018-05-17
XBOX,apac,15,1929,2018-05-17
PC,apac,15,11415,2018-05-17
PS4,ncsa,13,50880,2018-05-17
XBOX,emea,15,16051,2018-05-17
PS4,apac,2,1217,2018-05-04
PC,emea,9,10560,2018-05-04
PS4,ncsa,14,43947,2018-05-04
XBOX,emea,9,7206,2018-05-04
PS4,ncsa,0,1194320,2018-05-04
PS4,apac,3,1640,2018-05-04
PS4,apac,0,1420820,2018-05-04
PS4,emea,0,1028075,2018-05-04
PC,ncsa,9,6911,2018-05-04
PS4,apac,17,13450,2018-05-04
XBOX,ncsa,9,16810,2018-05-04
PS4,emea,14,61495,2018-05-04
PS4,apac,14,14611,2018-05-04
PS4,emea,17,46927,2018-05-04
XBOX,ncsa,12,23406,2018-05-04
PC,ncsa,10,8416,2018-05-04
PS4,apac,0,1417297,2018-05-03
PS4,emea,0,1025873,2018-05-03
PC,ncsa,9,6913,2018-05-03
PS4,apac,17,13374,2018-05-03
XBOX,ncsa,9,16736,2018-05-03
XBOX,ncsa,15,38490,2018-05-03
PS4,emea,13,68297,2018-05-03
XBOX,ncsa,4,4921,2018-05-03
PC,emea,4,3499,2018-05-03
XBOX,emea,4,2297,2018-05-03
XBOX,apac,4,366,2018-05-03
PC,apac,4,1522,2018-05-03
XBOX,apac,15,1834,2018-05-03
PC,apac,15,10268,2018-05-03
PS4,ncsa,13,47698,2018-05-03
PC,emea,15,24610,2018-05-03
XBOX,apac,7,763,2018-05-04
XBOX,ncsa,19,3325,2018-05-01
XBOX,emea,11,8823,2018-05-01
PS4,ncsa,2,3089,2018-05-01
PS4,emea,18,15209,2018-05-01
PC,ncsa,19,1304,2018-05-01
PC,emea,11,13316,2018-05-01
PC,apac,11,5543,2018-05-01
PS4,apac,18,3448,2018-05-01
PS4,ncsa,6,8830,2018-05-01
XBOX,apac,11,1292,2018-05-01
PS4,ncsa,7,10817,2018-05-01
PS4,apac,12,6833,2018-05-01
PS4,apac,10,6171,2018-05-01
PS4,emea,10,28460,2018-05-01
PS4,emea,12,31522,2018-05-01
XBOX,ncsa,17,35725,2018-05-01
PC,ncsa,17,12458,2018-05-01
PS4,apac,9,5521,2018-05-01
PS4,emea,9,25489,2018-05-01
XBOX,ncsa,14,48335,2018-05-01
PC,ncsa,14,19835,2018-05-01
PC,ncsa,0,774564,2018-05-01
XBOX,apac,3,283,2018-05-01
PC,apac,3,1120,2018-05-01
XBOX,ncsa,0,566827,2018-05-01
PC,emea,3,2684,2018-05-01
XBOX,emea,3,1743,2018-05-01
PC,ncsa,3,1714,2018-05-01
XBOX,apac,0,904353,2018-05-01
PC,apac,0,819135,2018-05-01
PS4,ncsa,9,15445,2018-04-29
PC,apac,17,10613,2018-04-29
XBOX,apac,17,1658,2018-04-29
PC,emea,14,31130,2018-04-29
PC,apac,14,13218,2018-04-29
XBOX,ncsa,8,15462,2018-05-17
PC,emea,20,2966,2018-05-17
PS4,ncsa,1,12213,2018-05-17
PS4,apac,5,3112,2018-05-17
XBOX,emea,20,1558,2018-05-17
PC,ncsa,8,6255,2018-05-17
XBOX,apac,20,178,2018-05-17
XBOX,ncsa,3,3700,2018-05-01
PC,emea,0,691195,2018-05-01
XBOX,emea,0,775899,2018-05-01
XBOX,emea,14,19232,2018-05-01
PS4,emea,5,13890,2018-05-17
PC,ncsa,16,11430,2018-05-17
XBOX,ncsa,16,28997,2018-05-17
XBOX,apac,4,378,2018-05-06
PC,apac,4,1544,2018-05-06
XBOX,apac,15,1835,2018-05-06
PC,apac,15,10592,2018-05-06
PS4,ncsa,13,48623,2018-05-06
PC,emea,15,24980,2018-05-06
XBOX,emea,15,15371,2018-05-06
XBOX,ncsa,8,14072,2018-05-06
PC,emea,20,2743,2018-05-06
PS4,ncsa,1,10305,2018-05-06
PS4,apac,5,2762,2018-05-06
XBOX,emea,20,1445,2018-05-06
PC,ncsa,8,5917,2018-05-06
XBOX,apac,20,164,2018-05-06
PC,apac,20,2723,2018-05-06
PS4,emea,5,12501,2018-05-06
PC,ncsa,16,10766,2018-05-06
XBOX,ncsa,16,27876,2018-05-06
PS4,apac,16,8283,2018-05-06
PS4,emea,16,35853,2018-05-06
XBOX,apac,1,401,2018-05-06
XBOX,ncsa,5,7026,2018-05-06
PS4,apac,8,4730,2018-05-06
PC,apac,1,2899,2018-05-06
PC,ncsa,5,3266,2018-05-06
PS4,ncsa,20,3351,2018-05-06
PC,emea,1,7596,2018-05-06
PS4,emea,8,22282,2018-05-06
PS4,apac,16,8703,2018-05-17
PS4,emea,16,37179,2018-05-17
XBOX,apac,1,475,2018-05-17
PC,ncsa,1,5416,2018-05-14
PC,apac,5,2485,2018-05-14
PS4,apac,18,3732,2018-05-08
XBOX,apac,11,1367,2018-05-08
PS4,ncsa,6,9406,2018-05-08
PS4,ncsa,7,11464,2018-05-08
PS4,apac,12,7145,2018-05-08
PS4,apac,10,6543,2018-05-08
PS4,emea,10,29385,2018-05-08
PS4,emea,12,32357,2018-05-08
XBOX,ncsa,17,36923,2018-05-08
PC,ncsa,17,13056,2018-05-08
PS4,apac,9,5793,2018-05-08
PS4,emea,9,26287,2018-05-08
XBOX,ncsa,14,49703,2018-05-08
PC,ncsa,14,20752,2018-05-08
PC,ncsa,0,790612,2018-05-08
XBOX,apac,3,332,2018-05-08
PC,apac,3,1312,2018-05-08
XBOX,ncsa,0,572045,2018-05-08
XBOX,emea,4,2665,2018-05-15
XBOX,apac,4,423,2018-05-15
PC,apac,4,1769,2018-05-15
XBOX,apac,15,1902,2018-05-15
XBOX,ncsa,19,3456,2018-05-06
PS4,ncsa,6,9114,2018-05-05
XBOX,apac,11,1336,2018-05-05
PS4,ncsa,7,11158,2018-05-05
PS4,apac,12,6990,2018-05-05
PS4,apac,10,6418,2018-05-05
PS4,emea,10,28993,2018-05-05
PS4,emea,12,31965,2018-05-05
XBOX,ncsa,17,36357,2018-05-05
PS4,apac,9,5608,2018-05-05
XBOX,emea,11,9056,2018-05-06
PS4,ncsa,2,3320,2018-05-06
PS4,emea,18,15671,2018-05-06
PC,apac,11,5826,2018-05-06
PS4,apac,18,3656,2018-05-06
PS4,ncsa,6,9229,2018-05-06
XBOX,global,3,5807,2018-05-04
PC,global,3,5537,2018-05-04
XBOX,global,4,7502,2018-05-04
PC,global,4,7089,2018-05-04
PS4,global,17,91905,2018-05-04
XBOX,apac,11,1360,2018-05-06
PS4,ncsa,7,11322,2018-05-06
PS4,apac,12,7075,2018-05-06
PS4,apac,10,6483,2018-05-06
PS4,emea,10,29243,2018-05-06
PS4,emea,12,32168,2018-05-06
XBOX,ncsa,17,36597,2018-05-06
PC,ncsa,17,12900,2018-05-06
PS4,apac,9,5689,2018-05-06
XBOX,emea,17,13804,2018-04-29
PC,emea,17,20301,2018-04-29
XBOX,apac,14,2505,2018-04-29
PS4,ncsa,10,18277,2018-04-29
PS4,apac,7,3653,2018-04-29
PS4,ncsa,12,21130,2018-04-29
PS4,emea,7,17700,2018-04-29
PC,apac,19,915,2018-04-29
XBOX,apac,19,160,2018-04-29
PS4,emea,6,14466,2018-04-29
PS4,apac,2,1129,2018-04-29
PS4,emea,2,4975,2018-04-29
PS4,ncsa,18,10467,2018-04-29
PC,apac,12,5990,2018-05-03
XBOX,apac,12,1335,2018-05-03
PC,apac,10,5644,2018-05-03
XBOX,ncsa,7,10804,2018-05-03
XBOX,emea,12,9640,2018-05-03
PC,emea,10,12745,2018-05-03
PC,emea,12,14721,2018-05-03
XBOX,emea,10,8580,2018-05-03
XBOX,apac,9,1068,2018-05-03
PS4,ncsa,17,33862,2018-05-03
PC,apac,9,4958,2018-05-03
PC,emea,9,10438,2018-05-03
PS4,ncsa,14,43800,2018-05-03
XBOX,emea,9,7097,2018-05-03
PS4,ncsa,0,1191611,2018-05-03
PS4,apac,3,1573,2018-05-03
PS4,emea,3,7155,2018-05-03
XBOX,emea,15,15241,2018-05-03
XBOX,ncsa,8,13665,2018-05-03
PC,emea,20,2628,2018-05-03
PS4,ncsa,1,9699,2018-05-03
PS4,apac,5,2710,2018-05-03
XBOX,emea,20,1405,2018-05-03
PC,ncsa,8,5729,2018-05-03
XBOX,apac,20,156,2018-05-03
PC,apac,20,2613,2018-05-03
PS4,emea,5,12285,2018-05-03
PC,ncsa,16,10473,2018-05-03
XBOX,ncsa,16,27372,2018-05-03
PS4,apac,16,8057,2018-05-03
PS4,emea,16,35643,2018-05-03
XBOX,apac,1,383,2018-05-03
XBOX,ncsa,5,6882,2018-05-03
PS4,apac,8,4621,2018-05-03
PC,apac,1,2715,2018-05-03
PC,ncsa,5,3125,2018-05-03
XBOX,global,9,24483,2018-05-03
PS4,global,14,115681,2018-05-03
PS4,global,19,10468,2018-05-03
PS4,emea,9,26029,2018-05-06
XBOX,ncsa,14,49296,2018-05-06
PC,ncsa,14,20449,2018-05-06
PC,ncsa,0,786652,2018-05-06
PS4,emea,9,25992,2018-05-05
XBOX,ncsa,14,48912,2018-05-05
PC,ncsa,14,20218,2018-05-05
PC,ncsa,0,783849,2018-05-05
XBOX,apac,3,317,2018-05-05
PC,apac,3,1209,2018-05-05
XBOX,ncsa,0,570279,2018-05-05
PC,emea,3,2838,2018-05-05
XBOX,emea,3,1810,2018-05-05
PC,ncsa,3,1782,2018-05-05
XBOX,apac,0,915022,2018-05-05
XBOX,apac,3,322,2018-05-06
PC,apac,3,1254,2018-05-06
XBOX,ncsa,0,570960,2018-05-06
PC,emea,3,2939,2018-05-06
XBOX,emea,3,1833,2018-05-06
PC,ncsa,3,1803,2018-05-06
XBOX,apac,0,918883,2018-05-06
PC,apac,0,830519,2018-05-06
XBOX,ncsa,3,3929,2018-05-06
PC,emea,0,700845,2018-05-06
XBOX,emea,0,786687,2018-05-06
XBOX,emea,14,19552,2018-05-06
PS4,ncsa,9,16451,2018-05-06
XBOX,apac,17,1741,2018-05-06
PC,emea,14,32264,2018-05-06
PC,apac,14,14327,2018-05-06
XBOX,emea,17,14404,2018-05-06
PC,emea,17,21175,2018-05-06
XBOX,apac,14,2604,2018-05-06
PS4,ncsa,10,19056,2018-05-06
PS4,apac,7,3875,2018-05-06
PS4,ncsa,12,22030,2018-05-06
PS4,emea,7,18525,2018-05-06
PS4,apac,6,3348,2018-05-06
XBOX,ncsa,11,21637,2018-05-06
PC,emea,19,2169,2018-05-06
PC,ncsa,11,8955,2018-05-06
PC,emea,18,6371,2018-05-06
PC,ncsa,2,1471,2018-05-06
XBOX,ncsa,2,2914,2018-05-06
XBOX,emea,18,4285,2018-05-06
PS4,ncsa,19,3742,2018-05-06
PS4,emea,11,30232,2018-05-06
XBOX,ncsa,6,8924,2018-05-06
PS4,apac,11,6599,2018-05-06
XBOX,apac,18,452,2018-05-06
PC,apac,18,2612,2018-05-06
PC,ncsa,6,3815,2018-05-06
PC,ncsa,7,4798,2018-05-06
XBOX,apac,10,1271,2018-05-06
PC,apac,12,6216,2018-05-06
XBOX,apac,12,1385,2018-05-06
PC,apac,10,5989,2018-05-06
XBOX,ncsa,7,11138,2018-05-06
XBOX,emea,12,9777,2018-05-06
PC,emea,10,13172,2018-05-06
PC,emea,12,15085,2018-05-06
XBOX,emea,10,8695,2018-05-06
XBOX,apac,9,1118,2018-05-06
PS4,ncsa,17,34513,2018-05-06
PC,apac,9,5134,2018-05-06
PC,emea,9,10821,2018-05-06
XBOX,ncsa,19,3355,2018-05-03
XBOX,emea,11,8877,2018-05-03
PS4,ncsa,2,3090,2018-05-03
PS4,emea,18,15382,2018-05-03
PC,apac,11,5589,2018-05-03
PS4,apac,18,3557,2018-05-03
PS4,ncsa,6,8948,2018-05-03
XBOX,apac,11,1323,2018-05-03
PS4,ncsa,7,10853,2018-05-03
PS4,apac,12,6899,2018-05-03
PS4,apac,10,6299,2018-05-03
PS4,emea,10,28713,2018-05-03
PS4,emea,12,31587,2018-05-03
XBOX,ncsa,17,36006,2018-05-03
PC,ncsa,17,12675,2018-05-03
PS4,apac,9,5561,2018-05-03
PS4,emea,9,25611,2018-05-03
XBOX,ncsa,14,48683,2018-05-03
PC,ncsa,14,20052,2018-05-03
PC,ncsa,0,778521,2018-05-03
XBOX,apac,3,292,2018-05-03
PC,apac,3,1164,2018-05-03
XBOX,ncsa,0,568336,2018-05-03
PC,emea,3,2798,2018-05-03
XBOX,emea,3,1780,2018-05-03
PC,ncsa,3,1740,2018-05-03
XBOX,apac,0,909039,2018-05-03
PC,apac,0,822872,2018-05-03
XBOX,ncsa,3,3716,2018-05-03
PC,emea,0,694147,2018-05-03
XBOX,emea,0,779313,2018-05-03
XBOX,emea,14,19331,2018-05-03
PS4,ncsa,9,16006,2018-05-03
PC,apac,17,11198,2018-05-03
PS4,ncsa,14,44327,2018-05-06
XBOX,emea,9,7309,2018-05-06
PS4,ncsa,0,1200065,2018-05-06
PS4,apac,3,1686,2018-05-06
PS4,emea,3,7475,2018-05-06
PS4,ncsa,3,4383,2018-05-06
PS4,apac,0,1429913,2018-05-06
PS4,emea,0,1033162,2018-05-06
PC,ncsa,9,7101,2018-05-06
PS4,apac,17,13593,2018-05-06
XBOX,ncsa,9,17182,2018-05-06
PS4,emea,14,62139,2018-05-06
PS4,apac,14,14817,2018-05-06
PS4,emea,17,47345,2018-05-06
XBOX,ncsa,12,23780,2018-05-06
PC,apac,6,2705,2018-05-06
XBOX,apac,6,704,2018-05-06
PS4,emea,19,5945,2018-05-06
PS4,ncsa,11,20189,2018-05-06
XBOX,ncsa,18,10618,2018-05-06
XBOX,emea,2,1323,2018-05-06
XBOX,apac,16,1276,2018-05-06
PC,apac,16,6692,2018-05-06
PC,emea,16,17344,2018-05-06
XBOX,emea,16,11136,2018-05-06
PC,apac,8,3878,2018-05-06
XBOX,apac,8,954,2018-05-06
PS4,apac,1,3578,2018-05-06
PS4,ncsa,5,7611,2018-05-06
PS4,emea,1,18086,2018-05-06
XBOX,emea,8,6163,2018-05-06
PC,emea,8,8748,2018-05-06
XBOX,apac,17,1707,2018-05-03
PC,emea,14,31764,2018-05-03
PC,apac,14,13821,2018-05-03
XBOX,emea,17,14123,2018-05-03
PC,emea,17,20800,2018-05-03
XBOX,apac,14,2547,2018-05-03
PS4,ncsa,10,18652,2018-05-03
PS4,apac,7,3744,2018-05-03
PS4,ncsa,12,21699,2018-05-03
PS4,emea,7,18133,2018-05-03
PC,apac,19,980,2018-05-03
XBOX,apac,19,154,2018-05-03
PS4,emea,6,15029,2018-05-03
PS4,apac,2,1235,2018-05-03
PS4,emea,2,5260,2018-05-03
PS4,ncsa,18,10739,2018-05-03
XBOX,emea,19,1449,2018-05-03
PS4,apac,6,3257,2018-05-03
XBOX,ncsa,11,21108,2018-05-03
PC,emea,19,2150,2018-05-03
PC,ncsa,11,8737,2018-05-03
PC,emea,18,6235,2018-05-03
PC,ncsa,2,1386,2018-05-03
XBOX,ncsa,2,2792,2018-05-03
XBOX,emea,18,4196,2018-05-03
PS4,ncsa,19,3647,2018-05-03
PS4,emea,11,29881,2018-05-03
PS4,apac,11,6533,2018-05-03
XBOX,ncsa,6,8571,2018-05-03
XBOX,apac,18,431,2018-05-03
PC,apac,18,2551,2018-05-03
PC,ncsa,6,3702,2018-05-03
PC,ncsa,7,4595,2018-05-03
XBOX,apac,10,1238,2018-05-03
PS4,ncsa,3,4380,2018-05-03
PS4,ncsa,5,7387,2018-05-03
PS4,apac,1,3380,2018-05-03
PC,ncsa,20,1465,2018-05-03
PS4,emea,1,17205,2018-05-03
XBOX,emea,8,6003,2018-05-03
PC,emea,8,8553,2018-05-03
XBOX,ncsa,20,3270,2018-05-03
PS4,apac,13,16302,2018-05-03
PC,ncsa,15,15586,2018-05-03
XBOX,ncsa,5,7965,2018-05-17
PS4,apac,8,5076,2018-05-17
PC,apac,1,3570,2018-05-17
PC,ncsa,5,3675,2018-05-17
PS4,ncsa,20,3657,2018-05-17
PC,emea,1,8921,2018-05-17
XBOX,apac,18,438,2018-05-04
PC,apac,7,3116,2018-05-04
PS4,global,19,10484,2018-05-04
PS4,emea,8,23686,2018-05-17
XBOX,emea,1,4879,2018-05-17
PS4,ncsa,15,37226,2018-05-17
XBOX,apac,13,3188,2018-05-17
XBOX,emea,13,23188,2018-05-17
PC,emea,13,37449,2018-05-17
PS4,ncsa,4,6502,2018-05-17
PS4,emea,4,10537,2018-05-17
PS4,apac,4,2400,2018-05-17
XBOX,ncsa,13,56670,2018-05-17
PS4,apac,15,11977,2018-05-17
PS4,emea,15,50244,2018-05-17
PS4,emea,20,6618,2018-05-17
PC,ncsa,1,5624,2018-05-17
PC,apac,5,2626,2018-05-17
XBOX,apac,5,629,2018-05-17
XBOX,ncsa,1,10138,2018-05-17
PS4,ncsa,8,14948,2018-05-17
XBOX,emea,5,3622,2018-05-17
PS4,apac,20,2278,2018-05-17
PC,emea,5,5293,2018-05-17
PS4,ncsa,16,27482,2018-05-17
XBOX,global,18,16242,2018-05-17
PS4,global,12,61640,2018-05-17
PC,global,18,12946,2018-05-17
PC,global,9,24723,2018-05-17
XBOX,ncsa,19,3438,2018-05-05
XBOX,emea,11,8944,2018-05-05
PS4,ncsa,2,3166,2018-05-05
PS4,emea,18,15515,2018-05-05
PC,ncsa,19,1348,2018-05-05
PC,emea,11,13723,2018-05-05
PC,apac,11,5722,2018-05-05
PS4,apac,18,3636,2018-05-05
PC,ncsa,17,12782,2018-05-05
XBOX,ncsa,20,3380,2018-05-06
PS4,apac,13,16712,2018-05-06
PC,ncsa,15,15836,2018-05-06
XBOX,ncsa,15,39012,2018-05-06
PS4,emea,13,68977,2018-05-06
PC,ncsa,4,2376,2018-05-06
XBOX,ncsa,4,5095,2018-05-06
PC,emea,4,3519,2018-05-06
XBOX,emea,4,2384,2018-05-06
XBOX,emea,1,4130,2018-05-06
PS4,emea,15,48807,2018-05-06
PS4,emea,20,6146,2018-05-06
XBOX,global,9,27177,2018-05-17
PS4,global,14,120497,2018-05-17
PS4,global,19,11565,2018-05-17
PC,ncsa,1,4736,2018-05-06
PC,apac,5,2244,2018-05-06
XBOX,apac,5,531,2018-05-06
XBOX,ncsa,1,8546,2018-05-06
PS4,ncsa,8,13832,2018-05-06
XBOX,emea,5,3252,2018-05-06
PS4,apac,20,2148,2018-05-06
PC,emea,5,4741,2018-05-06
PS4,ncsa,16,26152,2018-05-06
XBOX,global,3,6865,2018-05-17
PC,global,3,6616,2018-05-17
XBOX,global,4,8835,2018-05-17
XBOX,global,16,40822,2018-05-17
PS4,global,10,56043,2018-05-17
PS4,global,11,57936,2018-05-17
PC,global,16,34446,2018-05-17
PC,global,19,4639,2018-05-17
XBOX,ncsa,19,3387,2018-05-04
XBOX,emea,11,8967,2018-05-04
PS4,ncsa,2,3115,2018-05-04
PS4,emea,18,15487,2018-05-04
PC,ncsa,19,1332,2018-05-04
PC,emea,11,13717,2018-05-04
PC,apac,11,5576,2018-05-04
PS4,apac,18,3593,2018-05-04
PS4,ncsa,6,9038,2018-05-04
XBOX,apac,11,1333,2018-05-04
PS4,ncsa,7,11030,2018-05-04
PS4,apac,12,6951,2018-05-04
XBOX,global,19,5530,2018-05-24
XBOX,global,14,75060,2018-05-24
PC,global,14,70430,2018-05-24
PC,global,19,4790,2018-05-24
XBOX,ncsa,19,3342,2018-05-02
XBOX,emea,11,8852,2018-05-02
PS4,ncsa,2,3100,2018-05-02
PS4,emea,18,15330,2018-05-02
PC,ncsa,19,1304,2018-05-02
PC,emea,11,13483,2018-05-02
PC,apac,11,5553,2018-05-02
PS4,apac,18,3508,2018-05-02
PS4,ncsa,6,8909,2018-05-02
XBOX,apac,11,1298,2018-05-02
PS4,ncsa,7,10833,2018-05-02
PS4,apac,12,6880,2018-05-02
PS4,ncsa,5,8933,2018-05-23
PC,ncsa,20,1795,2018-05-23
PS4,emea,1,22635,2018-05-23
XBOX,emea,8,6830,2018-05-23
PC,emea,8,10148,2018-05-23
XBOX,ncsa,20,3934,2018-05-23
PC,ncsa,15,17201,2018-05-23
PS4,emea,6,17063,2018-05-23
PS4,apac,2,1467,2018-05-23
PS4,ncsa,18,12121,2018-05-23
PC,emea,12,16615,2018-05-23
XBOX,apac,9,1240,2018-05-23
PC,apac,9,6242,2018-05-23
PS4,ncsa,17,37560,2018-05-23
